MOVIES,Year,RATING,VOTES,RunTime,Gross_Clean,GENRE,ONE-LINE,Director_Clean,Stars_Clean,Type,Status
Seungriho,2021.0,6.6,20522.0,136.0,NaN,"Action, Adventure, Drama","Set in the year 2092 and follows the crew of a space junk collector ship called The Victory. When they discover a humanoid robot named Dorothy that's known to be a weapon of mass destruction, they get involved in a risky business deal.",Sung-hee Jo,"Song Joong-ki, Kim Tae-ri, Jin Seon-kyu, Hae-Jin Yoo",Movie,Released
Seutateueob,2020.0,8.1,5778.0,80.0,NaN,"Comedy, Drama, Romance",Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.,NaN,"Bae Suzy, Nam Joo-Hyuk, Kim Seon-Ho, Kang Han-na",Series,Ongoing
Seven Seconds,2018.0,7.7,14101.0,60.0,NaN,"Crime, Drama",Tensions run high between African American citizens and Caucasian cops in Jersey City when a teenage African American boy is critically injured by a cop.,NaN,"Clare-Hope Ashitey, Beau Knapp, Michael Mosley, David Lyons",Movie,Released
Seven in Heaven,2018.0,5.3,2522.0,94.0,NaN,"Drama, Horror, Mystery",Teenagers Jude and June spend seven minutes in a locked closet and emerge in a hostile and dangerous alternate world.,Chris Eigeman,"Travis Tope, Haley Ramm, Dylan Everett, Jake Manley",Movie,Released
Sex Education,2019.0,8.3,177274.0,45.0,NaN,"Comedy, Drama",A teenage boy with a sex therapist mother teams up with a high school classmate to set up an underground sex therapy clinic at school.,NaN,"Chinenye Ezeudu, Dua Saleh",Series,Ongoing
"Sex, Explained",2020.0,6.9,2758.0,111.0,NaN,Documentary,"From the biology of attraction to the history of birth control, explore the ins and outs of sex in this entertaining and enlightening series.",NaN,"Janelle Monáe, Lisa Diamond, Shareen Joshi, Justin Lehmiller",Movie,Released
Sex/Life,2021.0,6.11,1556.78,47.86,NaN,"Comedy, Drama, Romance",Billie's emotional rollercoaster of a day turns into an arousing night out when Cooper attempts to reignite the spark in their relationship.,Patricia Rozema,"Sarah Shahi, Mike Vogel, Adam Demos, Margaret Odette",Series,Ongoing
Sex: My British Job,2013.0,6.0,406.0,63.0,NaN,Documentary,NaN,Nick Broomfield,"Nick Broomfield, Hsiao-Hung Pai",Movie,Released
Sexify,2021.0,6.86,558.0,42.62,NaN,"Comedy, Drama","The girls visit a sex store to find the perfect research tool for their project. When they fail to do so, Natalia decides to make one herself.",Piotr Domalewski,"Aleksandra Skraba, Maria Sobocinska, Sandra Drzymalska, Piotr Pacek",Series,Ongoing
Sextuplets,2019.0,4.4,7826.0,97.0,NaN,Comedy,"Father-to-be Alan is shocked to learn that he was born a sextuplet. With his newfound brother Russell riding shotgun, the duo sets out on a hilarious journey to reunite with their remaining long-lost siblings.",Michael Tiddes,"Marlon Wayans, Bresha Webb, Michael Ian Black, Glynn Turman",Movie,Released
Sexy Beasts,2014.0,5.5,53.0,NaN,NaN,Comedy,NaN,NaN,"Rob Delaney, Dan Frigolette, Belindah Chaka, Sara Rosenberg",Series,Ongoing
Sexy Beasts,2021.0,4.7,592.0,NaN,NaN,"Reality-TV, Romance","Hoping to say goodbye to superficial dating, real-life singles sport elaborate makeup and prosthetics to put true blind-date chemistry to the test.",NaN,Rob Delaney,Series,Ongoing
Sexy Central,NaN,NaN,0.0,NaN,NaN,Drama,"Known as the ""Mayday of Central"", five close friends and young working women juggle work, love, sex and booze.",Kam-Keung Chan,"Jeana Ho, Joyce Cheng, Ava Liu",Movie,Released
Señora Acero,2014.0,7.1,309.0,NaN,NaN,"Crime, Drama, Romance","Señora Acero 3: La Coyote- Bastard daughter of Vicente Acero, Vicenta Rigores Acero (La Coyote) must come face to face with her destiny to become the New Señora Acero, as she is the inheritor of the Acero family dynasty.",NaN,"Aurora Gil, Oscar Priego, Jorge Zárate, Michel Duval",Series,Ended
Shadecraft,NaN,NaN,0.0,NaN,NaN,"Drama, Horror",NaN,NaN,,Movie,Released
Shadow,2019.0,6.6,885.0,45.0,NaN,"Action, Crime, Drama","In Johannesburg, tough ex-cop Shadow pursues justice on his own terms and seeks to help those who are powerless to protect themselves.",NaN,"Pallance Dladla, Khathu Ramabulana, Amanda Du-Pont, Tumie Ngumla",Movie,Released
Shadow Trade,2016.0,7.8,21.0,50.0,NaN,Documentary,NaN,Richard Elson,John Keeble,Movie,Released
Shadow and Bone,2021.0,7.7,60283.0,NaN,NaN,"Action, Adventure, Drama",Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.,NaN,"Jessie Mei Li, Ben Barnes, Archie Renaux, Freddy Carter",Series,Ongoing
Shadow of Truth,2016.0,8.0,1401.0,40.0,NaN,"Documentary, Crime","A four part documentary mini-series that examines the mysterious murder case of Tair Rada, an Israeli high-school girl who was found brutally murdered in her school's toilets during an ordinary day.",NaN,"Shila Inbar, Ilana Rada, Rubi Hammerschlag, Elkana Leist",Series,Ongoing
Shadowhunters: The Mortal Instruments,2016.0,6.6,56183.0,42.0,NaN,"Action, Drama, Fantasy","After her mother disappears, Clary must venture into the dark world of demon hunting, and embrace her new role among the Shadowhunters.",NaN,"Katherine McNamara, Dominic Sherwood, Alberto Rosende, Matthew Daddario",Series,Ended
Shadowplay,2020.0,6.5,1072.0,45.0,NaN,"Drama, Thriller",Max McLaughlin is an American cop who arrives in Berlin in the summer of 1946 to help create a police force in the chaotic aftermath of the war.,NaN,"Taylor Kitsch, Michael C. Hall, Logan Marshall-Green, Nina Hoss",Series,Ongoing
Shaft,2019.0,6.4,48354.0,111.0,21360000.0,"Action, Comedy, Crime","JJ Shaft, a cyber security expert with a degree from MIT, enlists his family's help to uncover the truth behind his best friend's untimely death.",Tim Story,"Samuel L. Jackson, Jessie T. Usher, Richard Roundtree, Regina Hall",Movie,Released
Shaitan,2011.0,7.2,8238.0,121.0,NaN,"Action, Crime, Drama",Five substance-abusing friends decide to fake a kidnapping in order to bribe a police constable for covering-up a hit-and-run accident.,Bejoy Nambiar,"Kalki Koechlin, Shiv Panditt, Gulshan Devaiah, Rajeev Khandelwal",Movie,Released
Shakthi: The Power,2002.0,6.0,4717.0,170.0,NaN,"Action, Drama",A couple visits the husband's family in India and finds itself in the middle of a fratricidal battle.,Krishna Vamsi,"Karisma Kapoor, Nana Patekar, Sanjay Kapoor, Jai Gidwani",Movie,Released
Shaman King,2021.0,7.7,412.0,23.0,NaN,"Animation, Action, Adventure","Shaman King follows the adventures of a 13-year-old shaman and his teammate a samurai warrior spirit, who traverse the world fighting evil spirits and misguided shamans on their journey to be the next Shaman King.",NaN,"Minami Takayama, Megumi Hayashibara, Yôko Hikasa, Katsuyuki Konishi",Series,Ongoing
Shameless,2004.0,8.0,15630.0,90.0,NaN,"Comedy, Crime, Drama",The lives and relationships of a group of siblings and their estranged father Frank Gallagher on a rough Manchester estate.,NaN,"David Threlfall, Rebecca Atkinson, Alice Barry, Nicky Evans",Series,Ended
Shang hai bao lei,2019.0,4.3,2131.0,107.0,NaN,"Action, Sci-Fi","In 2035, aliens have wiped out mega cities around the globe to get their main source of energy, Xianteng. Will Shanghai be able to defend itself and maybe even launch a counterattack?",Hua-Tao Teng,"Shu Qi, Godfrey Gao, Han Lu, Liang Shi",Movie,Released
Sharing the Wisdom of Time,NaN,NaN,0.0,NaN,NaN,Documentary,Woman and men aged over 70 from around the world share their stories with young filmmakers under the age of 30 who are from the same country.,NaN,,Movie,Released
Shark,2015.0,8.4,286.0,59.0,NaN,Documentary,"This wide-ranging series documents the secret lives of sharks from the Arctic to the tropics, revealing their amazing diversity and sociability.",NaN,"Peter Drost, Paul McGann, Andrea Marshall, Alessandro Ponzo",Series,Ongoing
Sharkdog,2021.0,NaN,0.0,7.0,NaN,"Animation, Short, Adventure","10 year old Max and his best friend Sharkdog - half shark, half dog, all appetite. Blissfully unaware of his own strength, stealth and general sharkiness, Sharkdog often leaves a trail of chaos in his wake.",NaN,,Series,Ongoing
Sharkey the Bounty Hunter,NaN,NaN,0.0,NaN,NaN,"Action, Adventure, Drama",A blue-collar bounty-hunter named Sharkey tracks criminals across the galaxy.,NaN,,Movie,Released
Sharknado,2013.0,3.3,47705.0,86.0,NaN,"Action, Adventure, Comedy","When a freak hurricane swamps Los Angeles, nature's deadliest killer rules sea, land, and air as thousands of sharks terrorize the waterlogged populace.",Anthony C. Ferrante,"Ian Ziering, Tara Reid, John Heard, Cassandra Scerbo",Movie,Released
Sharknado 2: The Second One,2014.0,4.0,18485.0,95.0,NaN,"Action, Adventure, Comedy","Fin and April are on their way to New York City, until a category seven hurricane spawns heavy rain, storm surges, and deadly Sharknadoes.",Anthony C. Ferrante,"Ian Ziering, Tara Reid, Vivica A. Fox, Mark McGrath",Movie,Released
Sharknado 4: The 4th Awakens,2016.0,3.9,7719.0,95.0,NaN,"Action, Adventure, Comedy","Fin, his family and the cosmos have been blissfully sharknado-free in the five years since the most recent attack, but now sharks and tornadoes are being whipped up in unexpected ways and places.",Anthony C. Ferrante,"Ian Ziering, Tara Reid, Masiela Lusha, Cody Linley",Movie,Released
Sharp,NaN,NaN,0.0,NaN,NaN,Action,"A group of six knife-wielding assassins who, after a globally-synchronized hit goes wrong, are forced to work together to save themselves and discover who betrayed them.",José Padilha,,Movie,Released
Shaun the Sheep: Adventures from Mossy Bottom,2020.0,8.1,376.0,14.0,NaN,"Animation, Family","Shaun is the center of adventure and excitement at Mossy Bottom Farm for a sixth series on Netflix. The series introduces four new characters to Mossingham: Stash, Rita and new rival Farmer Ben, and his Afghan hound, Lexi.",NaN,"Justin Fletcher, Simon Greenall, Kate Harbour, Akia Henry",Series,Ongoing
Shawn Mendes: In Wonder,2020.0,6.6,1814.0,83.0,NaN,"Documentary, Music","A portrait of singer/songwriter Shawn Mendes' life, chronicling the past few years of his rise and journey.",Grant Singer,"Shawn Mendes, Camila Cabello, Evan A. Dunn",Movie,Released
Shawn Mendes: Live in Concert,2020.0,7.4,232.0,88.0,NaN,Music,"In his hometown of Toronto, Shawn Mendes pours his heart out on stage with a live performance in a stadium packed with adoring fans.",Paul Dugdale,"Shawn Mendes, Camila Cabello",Movie,Released
She,2020.0,6.71,431.88,34.5,NaN,"Crime, Drama","Newly emboldened, Bhumi seduces an unlikely target. Ahead of Nayak's arrival in Mumbai, Sasya attempts to gain police trust as an informant.","Arif Ali, Avinash Das","Aditi Sudhir Pohankar, Vijay Varma, Vishwas Kini, Paritosh Sand",Series,Ongoing
She Did That,2019.0,6.6,45.0,71.0,NaN,Documentary,NaN,"Renae Bluitt, Sterling Milan","Luvvie Ajayi, Fifi Bell, Renae Bluitt, Melissa Butler",Movie,Released
She's Gotta Have It,2017.0,6.8,4322.0,30.0,NaN,Comedy,The story of one woman and her three lovers. TV series based on the film by Spike Lee.,NaN,"DeWanda Wise, Anthony Ramos, Lyriq Bent, Cleo Anthony",Series,Ended
She-Ra and the Princesses of Power,2018.0,8.62,1279.0,24.15,NaN,"Animation, Action, Adventure","While Wrong Hordak's message of dissent spreads throughout the empire, the squad infiltrates the town of Erelandia to get a lead on their friends.","Roy Burdine, Christina Manrique","Aimee Carrero, Karen Fukuhara, AJ Michalka, Marcus Scribner",Series,Ended
Shei xian ai shang ta de,2018.0,7.4,4864.0,100.0,NaN,"Comedy, Drama, Romance",A teenage boy and his mother are further driven apart when they find out that his father's life insurance policy is to be received by his lover.,"Chih-Yen Hsu, Mag Hsu","Roy Chiu, Ying-Hsuan Hsieh, Spark Chen, Joseph Huang",Movie,Released
Shelby American,2019.0,7.3,606.0,119.0,NaN,"Documentary, Biography, Family","The story of automotive icon Carroll Shelby who started as a chicken farmer and went on to become one of the winningest racing drivers in American motorsports, and the only man in history to win in Le Mans as a driver and a manufacturer.","Nate Adams, Adam Carolla","Charlie Agapiou, Chris Amon, Mario Andretti, Zora Arkus-Duntov",Movie,Released
Shelldon,2008.0,5.8,36.0,22.0,NaN,"Animation, Family",The adventures of a shellfish named Shelldon and his friends Herman and Connie.,NaN,"Jason Kesser, Samuel Sadovnik, Lee Tockar, Michael Daingerfield",Series,Ongoing
Shelter,2003.0,6.2,45.0,80.0,NaN,Drama,NaN,Benno Schoberth,"Ray Santiago, Marilyn Soto Santiago, John Rafael Peralta, Alejandro Garcia",Movie,Released
Shepherds and Butchers,2016.0,6.8,2931.0,106.0,NaN,Drama,A lawyer takes on a case of a prison guard in South Africa who is traumatized by the executions he's witnessed.,Oliver Schmitz,"Andrea Riseborough, Steve Coogan, Inge Beckmann, Robert Hobbs",Movie,Released
Sherlock,2010.0,9.1,839029.0,88.0,NaN,"Crime, Drama, Mystery",A modern update finds the famous sleuth and his doctor partner solving crime in 21st century London.,NaN,"Benedict Cumberbatch, Martin Freeman, Una Stubbs, Rupert Graves",Series,Ended
Shigatsu wa kimi no uso,2014.0,8.6,21095.0,23.0,NaN,"Animation, Drama, Music",A piano prodigy who lost his ability to play after suffering a traumatic event in his childhood is forced back into the spotlight by an eccentric girl with a secret of her own.,NaN,"Natsuki Hanae, Risa Taneda, Ayane Sakura, Ryôta Ôsaka",Series,Ended
Shimmer Lake,2017.0,6.3,12857.0,86.0,NaN,"Crime, Drama, Mystery",An inventive crime thriller told backwards -- reversing day by day through a week -- following a local sheriff's quest to unlock the mystery of three small town criminals and a bank heist gone wrong.,Oren Uziel,"Benjamin Walker, Rainn Wilson, Stephanie Sigman, John Michael Higgins",Movie,Released
Shimmers,NaN,NaN,0.0,NaN,NaN,"Drama, Horror, Mystery","A drama series about five teenagers at an isolated school in Northern Thailand. Over a school break, they find themselves haunted by the ghosts of their pasts, only to discover they are threatened by a much more terrifying mystery.",NaN,,Movie,Released
Shimoneta to Iu gainen ga sonzai shinai taikutsu na sekai,2015.0,7.0,1797.0,22.0,NaN,"Animation, Comedy","Tanukichi Okuma is roped into joining an obscene terrorist organization bent on the destruction of everything that his new school stands for, the most prestigious public morals school.",NaN,"Yûsuke Kobayashi, Shizuka Ishigami, Jamie Marchi, Miyu Matsuki",Series,Ongoing
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997.0,8.1,43888.0,87.0,NaN,"Animation, Action, Drama",Concurrent theatrical ending of the TV series Shin seiki evangerion (1995).,"Hideaki Anno, Kazuya Tsurumaki","Megumi Ogata, Megumi Hayashibara, Yûko Miyamura, Kotono Mitsuishi",Movie,Released
Shin seiki Evangelion Gekijô-ban: Shito shinsei,1997.0,7.5,12635.0,101.0,NaN,"Animation, Action, Drama","A recap of the first 24 episodes of Neon Genesis Evangelion, followed by a 30-minute continuation of the plot that would later form the first third of The End of Evangelion.","Hideaki Anno, Masayuki, Kazuya Tsurumaki","Megumi Ogata, Megumi Hayashibara, Yûko Miyamura, Kotono Mitsuishi",Movie,Released
Shin seiki evangerion,1995.0,8.5,55618.0,24.0,NaN,"Animation, Action, Drama",A teenage boy finds himself recruited as a member of an elite team of pilots by his father.,NaN,"Megumi Ogata, Megumi Hayashibara, Kotono Mitsuishi, Spike Spencer",Series,Ended
Shin'ya shokudô: Tokyo Stories,2016.0,8.4,3713.0,24.0,NaN,Drama,An anthology of human relationship stories connected by the only open in the wee hours diner the characters frequent. Resolutions are often facilitated by the owner/chef.,NaN,"Kaoru Kobayashi, Mansaku Fuwa, Asako Kobayashi, Joe Odagiri",Series,Ended
Shinchô yûsha ~ kono yûsha ga ore TUEEE kuse ni shinchô sugiru ~,2019.0,7.4,1657.0,23.0,NaN,"Animation, Action, Adventure",NaN,NaN,"Yuichiro Umehara, Aki Toyosaki, Anthony Bowling, Jamie Marchi",Movie,Released
Shine On with Reese,2018.0,7.7,258.0,30.0,NaN,"Documentary, Reality-TV","In a talk show straight from the heart, actor and producer Reese Witherspoon visits with groundbreaking women to discuss their inspiring journeys.",NaN,"Reese Witherspoon, Simone Askew, Sara Blakely, Ava DuVernay",Series,Ongoing
Shine Your Eyes,2020.0,6.6,276.0,102.0,NaN,"Drama, Thriller",A Nigerian musician travels to Brazil to find his long lost brother.,Matias Mariani,"O.C. Ukeje, Indira Nascimento, Chukwudi Iwuji, Oula Alsaghir",Movie,Released
Shingeki no Bahamut: Genesis,2014.0,7.4,1346.0,24.0,NaN,"Animation, Action, Fantasy",NaN,NaN,"Tia Lynn Ballard, Brian Mathis, Kyle Phillips, Chris Rager",Movie,Released
Shingeki no kyojin,2013.0,9.0,242582.0,24.0,NaN,"Animation, Action, Adventure","After his hometown is destroyed and his mother is killed, young Eren Jaeger vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction.",NaN,"Yûki Kaji, Marina Inoue, Josh Grelle, Yui Ishikawa",Series,Ended
Shinibsagwan Goohaeryung,2019.0,8.2,1391.0,35.0,NaN,"Drama, History, Romance",NaN,NaN,"Shin Se-Kyung, Cha Eun-Woo, Ji-Hoon Lee, Gi-woong Park",Movie,Released
Shiny_Flakes: The Teenage Drug Lord,2021.0,7.5,132.0,96.0,NaN,"Documentary, Biography, Crime","Max S. reveals how he built a drug empire from his childhood bedroom in this story that inspired the series ""How to Sell Drugs Online (Fast).""","Eva Müller, Michael Schmitt",Maximilian Schmidt,Movie,Released
Shinya shokudô,2009.0,8.6,1680.0,24.0,NaN,Drama,"Shinya Shokudo is a tv series from Japan since 2009. It tells many stories about ordinary people eat in shinya shokudo, which means a restaurant at midnight. This small restaurant opens from 12 in the evening to 7 in the morning.",NaN,"Kaoru Kobayashi, Mansaku Fuwa, Toshiki Ayata, Shôhei Uno",Series,Ended
Shirkers,2018.0,7.4,4707.0,97.0,NaN,Documentary,A woman explores the events surrounding a film she and her friends began making with a mysterious stranger decades ago.,Sandi Tan,"Sandi Tan, Jasmine Kin Kia Ng, Philip Cheah, Sophia Siddique Harvey",Movie,Released
Shirobako,2014.0,8.1,823.0,NaN,NaN,"Animation, Comedy, Drama",NaN,NaN,"Juri Kimura, Hiroyuki Yoshino, Nobuyuki Hiyama, Greg Cote",Series,Ongoing
Shoe Dog,NaN,NaN,0.0,NaN,NaN,Biography,"The story of Nike's rise from a niche shoe company to a globally iconic brand, helmed by founder Phil Knight.",NaN,,Movie,Released
Shooter,2016.0,7.5,33000.0,60.0,NaN,"Action, Drama","A conspiracy thriller that follows the journey of Bob Lee Swagger, a highly-decorated veteran who is coaxed back into action to prevent a plot to kill the President.",NaN,"Ryan Phillippe, Shantel VanSanten, Cynthia Addai-Robinson, Omar Epps",Series,Ended
Shopkins,2014.0,3.8,34.0,NaN,NaN,Animation,NaN,NaN,"Kate Murphy, Deborah Gatton, Kayli Mills",Series,Ongoing
Short Fuse,2016.0,5.9,521.0,86.0,NaN,"Action, Mystery, Thriller","In this ticking clock action-thriller, a courier's last delivery of the day may also be the last day of his life. Strapped with explosives, he must fight for his life while trying to solve a mystery involving both his family and a criminal empire.","Andreas Lampropoulos, Kostas Skiftas","Apostolis Totsikas, Tasos Nousias, Evgenia Dimitropoulou, Constantine Markoulakis",Movie,Released
Shot Caller,2017.0,7.3,77040.0,121.0,NaN,"Crime, Drama, Thriller",A newly released prisoner is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,Ric Roman Waugh,"Nikolaj Coster-Waldau, Omari Hardwick, Lake Bell, Jon Bernthal",Movie,Released
Shot in the Dark,2017.0,8.0,1677.0,37.0,NaN,"Documentary, Reality-TV","Three rival freelance stringers scour the streets at night to film crime scenes, fires, accidents - and anything else they can sell to news outlets.",NaN,"Zak Holman, Scott Lane, Austin Raishbrook, Howard Raishbrook",Movie,Released
Shotgun Wedding,2013.0,5.1,262.0,92.0,NaN,"Comedy, Horror, Romance","After Robert, a marrying-up groom, 'accidentally' shoots his fiance's Maid of Honor in the face during a drunken skeet-shooting session, his meddling mother does whatever it takes to ensure the wedding takes place.",Danny Roew,"Mike Damus, Kim Shaw, Joel McKinnon Miller, Kevin Christy",Movie,Released
Shout It Out Loud,NaN,NaN,0.0,NaN,NaN,nan,"Gene and Paul, two misfit kids from Queens who formed an unlikely friendship, starting KISS after enlisting guitarist Ace Frehley and drummer Peter Criss.",Joachim Rønning,,Movie,Released
Shtisel,2013.0,8.6,5881.0,45.0,NaN,Drama,"The life of the Shtisel family, a haredi family in Jerusalem.",NaN,"Doval'e Glickman, Michael Aloni, Neta Riskin, Shira Haas",Series,Ongoing
Shu dan long wei,1995.0,6.1,4082.0,101.0,NaN,"Action, Comedy, Crime",NaN,"Jing Wong, Wai-Lun Lam","Jet Li, Chingmy Yau, Jacky Cheung, Charlie Yeung",Movie,Released
Shuddhi,2017.0,7.9,376.0,114.0,NaN,"Crime, Drama, Thriller",An American in India befriends two journalists who are fighting against the country's lenient juvenile justice act; her trip turns into a spiritual journey.,Adarsh Eshwarappa,"Lauren Spartano, Niveditha, Amrutha Karagada, Niranjan Bopanna",Movie,Released
Shumatsu no Izetta,2016.0,6.7,280.0,NaN,NaN,"Animation, Action, Fantasy",NaN,NaN,"Himika Akaneya, John Burgmeier, Amber Lee Connors, Saori Hayami",Series,Ongoing
Shutter,2004.0,7.1,42532.0,97.0,NaN,"Horror, Mystery, Thriller",A young photographer and his girlfriend discover mysterious shadows in their photographs after a tragic accident. They soon learn that you can not escape your past.,"Banjong Pisanthanakun, Parkpoom Wongpoom","Ananda Everingham, Natthaweeranuch Thongmee, Achita Sikamana, Unnop Chanpaibool",Movie,Released
Shéhérazade,2018.0,7.1,1810.0,109.0,NaN,"Drama, Romance, Thriller","Zachary, 17 years old, gets out of jail. Rejected by his mother, he hangs out in the mean streets of Marseille. This is where he meets Shéhérazade.",Jean-Bernard Marlin,"Dylan Robert, Kenza Fortas, Idir Azougli, Lisa Amedjout",Movie,Released
Shûmatsu nani shitemasu ka? Isogashii desu ka? Sukutte moratte ii desu ka?,2017.0,7.3,581.0,24.0,NaN,"Animation, Drama, Fantasy",NaN,NaN,"Ryôhei Arai, Azusa Tadokoro, Amber Lee Connors, Micah Solusod",Series,Ongoing
Shûmatsu no Valkyrie,2021.0,6.5,1673.0,24.0,NaN,"Animation, Action, Adventure","Every 1000 years, the Gods' Council assemble to decide the fate of humanity. After 7 million years of human history, the gods come to the decision that humans are irredeemable and must be extinct.",Masao Ôkubo,"Kellen Goff, Bill Butts, Paul Castro Jr., Ryan Colt Levy",Series,Ongoing
Si Doel the Movie,2018.0,7.2,398.0,85.0,NaN,"Drama, Romance",Doel travels to the Netherlands to reunite with a woman who left him 14 years ago. Doel's new journey is started again.,Rano Karno,"Rano Karno, Maudy Koesnaedi, Cornelia Agatha, Suti Karno",Movie,Released
Si Doel the Movie 2,2019.0,7.0,173.0,95.0,NaN,"Drama, Romance","The news that her husband, Doel, met with his ex-lover and child makes Zaenab confused in choosing: to defend his marriage with Doel, or to let him go. Zaenab tries to find answers to the fate she has to choose.",Rano Karno,"Rano Karno, Maudy Koesnaedi, Cornelia Agatha, Mandra",Movie,Released
Si Lo Hubiera Sabido,NaN,NaN,0.0,NaN,NaN,Drama,"Follow the story of a 30-year-old woman who, when feeling dissatisfied with her marriage and family life, finds herself sent back in time 10 years following a lunar eclipse.",NaN,Megan Montaner,Movie,Released
Si no t'hagués conegut,2018.0,7.7,1936.0,60.0,NaN,"Drama, Fantasy, Romance","A man who loses his family in a tragic accident discovers that he can travel to alternate universes, compelling him to find a world in which his family can be saved.",NaN,"Pablo Derqui, Andrea Ros, Javier Beltrán, Paula Malia",Movie,Released
Si shi qing chun,2018.0,6.6,6342.0,74.0,NaN,"Animation, Drama, Romance",Three different stories of youth set in different cities of China.,"Haoling Li, Yoshitaka Takeuch, Xiaoxing Yi","George Ackles, Taito Ban, Dorothy Elias-Fahn, Matt Fowler",Movie,Released
Sicak kafa,NaN,NaN,0.0,NaN,NaN,"Adventure, Drama, Mystery",NaN,NaN,"Erdem Akakçe, Arda Aranat, Hakan Gerçek, Sebnem Hassanisoughi",Movie,Released
Sicario,2015.0,7.6,387903.0,121.0,46890000.0,"Action, Crime, Drama",An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,Denis Villeneuve,"Emily Blunt, Josh Brolin, Benicio Del Toro, Jon Bernthal",Movie,Released
Sick Note,2017.0,6.8,6468.0,30.0,NaN,"Comedy, Crime","When Daniel Glass is misdiagnosed with a fatal disease he begins to notice how everyone around him treats him better, so he decides to keep pretending that he really is sick. This leads to more lies, and, eventually, crimes.",NaN,"Rupert Grint, Nick Frost, Pippa Bennett-Warner, Marama Corlett",Series,Ended
Sidonia no Kishi,2014.0,7.8,4192.0,NaN,NaN,"Animation, Action, Adventure","A thousand years after the destruction of Earth by gigantic aliens called Gauna, mankind is living on massive spaceships. One of these space ships is Sidonia, which is protected by large pilot controlled exosuits called Gardes.",NaN,"Pete Sepenuk, Ryôta Ôsaka, Takahiro Sakurai, Aya Suzaki",Series,Ended
Siempre Bruja,2019.0,7.97,259.78,40.0,NaN,"Drama, Fantasy",Time-traveling witch from the 17th century escapes death and finds herself in modern day Cartagena.,Juan Felipe Cano,"Angely Gaviria, Óscar Casas, Sofía Araújo, Dylan Fuentes",Series,Ongoing
Sierra Burgess Is a Loser,2018.0,5.8,36624.0,105.0,NaN,"Comedy, Drama, Romance",A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.,Ian Samuels,"Shannon Purser, Kristine Froseth, RJ Cyler, Noah Centineo",Movie,Released
Siffredi Late Night - Hard Academy,2016.0,5.9,86.0,25.0,NaN,Documentary,Pornstar veteran Rocco Siffredi shares his experience about porn industry in his Porn Academy in Budapest.,NaN,"Rocco Siffredi, Alessandro Concas",Series,Ongoing
Sigeuneol,2016.0,8.6,5077.0,80.0,NaN,"Crime, Drama, Fantasy",Detectives from the present and a detective from the past communicate via walkie-talkie to solve a long-time unsolved case.,NaN,"Lee Jehoon, Kim Hye-su, Cho Jin-woong, Hyun-Sung Jang",Movie,Released
Sightless,2020.0,5.5,6552.0,89.0,NaN,"Drama, Thriller","After an attack renders her blind, Ellen Ashland withdraws from the world to recover. But soon she plunges into paranoia, unable to convince anyone that her assailant has returned to terrorize her by hiding in plain sight.",Cooper Karl,"Madelaine Petsch, Alexander Koch, Deniz Akdeniz, Matthew Yang King",Movie,Released
Signal,2018.0,6.6,175.0,NaN,NaN,Crime,Two detectives communicate through a walkie-talkie to solve cold cases. One detective exists in the present day and the other detective exists 15 years in the past.,NaN,"Kentarô Sakaguchi, Michiko Kichise, Kazuki Kitamura, Kaede Aono",Series,Ongoing
Signs,NaN,NaN,0.0,NaN,NaN,nan,"Set in a quiet town in Poland, a young woman's murder brings attention back to a decade-old cold case.",NaN,,Movie,Released
Sijipeuseu: The Myth,2021.0,7.1,2359.0,70.0,NaN,"Action, Drama, Fantasy","An unfathomable incident introduces a genius engineer to dangerous secrets of the world, and to a woman from the future who's come looking for him.",NaN,"Cho Seung-woo, Park Shin-Hye, In-ho Tae, Hye-in Jeong",Series,Ongoing
Sikago Tajagi,2017.0,8.3,1385.0,70.0,NaN,"Drama, Fantasy, Romance","Writers that lived under Japanese rule in the 1930's are reincarnated into a bestselling writer who is in a slump, a mysterious ghostwriter and a devoted fan of the bestselling writer.",NaN,"Yoo Ah-in, Lim Soo-jung, Go Kyung-Pyo, Si-Yang Kwak",Movie,Released
Sila Samayangalil,2016.0,7.2,779.0,110.0,NaN,Drama,"Seven People anxiously wait for their HIV results in a clinic, bribe a clinical staff to know their results in advance. What is the result ?",Priyadarshan,"Prakash Raj, Ashok Selvan, Nassar, Shreya Reddy",Movie,Released
Sila-sila,2019.0,7.9,21.0,116.0,NaN,Drama,NaN,Giancarlo Abrahan,"Gio Gahol, Topper Fabregas, Dwein Baltazar, Phi Palmos",Movie,Released
